Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"response = sendRequest(findTestObject(""phs-retrieve/phcpolrtv"", [""endpoint"":endpoint, ""objid"":findTestData(""phs-retrieve/phcpolrtv"").getValue(1, 1), ""clntnum"":findTestData(""phs-retrieve/phcpolrtv"").getValue(2, 1), ... ]))",,,,2019-07-29 19:08:54,2019-07-29 19:08:54,0.314s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 19:08:54,2019-07-29 19:08:54,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 19:08:54,2019-07-29 19:08:54,0.000s,PASSED
,,,,,,,
Test Cases/phs-retrieve/phrtvbilst,,To retrieve billing status,,2019-07-29 19:08:54,2019-07-29 19:08:55,0.521s,ERROR
"response = sendRequest(findTestObject(""phs-retrieve/phrtvbilst"", [""endpoint"":endpoint, ""objid"":findTestData(""phrtvbilst"").getValue(1, 1), ""chdrsel"":findTestData(""phrtvbilst"").getValue(2, 1)]))",,,,2019-07-29 19:08:55,2019-07-29 19:08:55,0.002s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 19:08:55,2019-07-29 19:08:55,0.001s,PASSED
,,,,,,,
Test Cases/phs-retrieve/phrtvcomcl,,,,2019-07-29 19:08:55,2019-07-29 19:08:56,0.657s,PASSED
"response = sendRequest(findTestObject(""phs-retrieve/phrtvcomcl"", [""endpoint"":endpoint, ""objid"":findTestData(""phs-retrieve/phrtvcomcl"").getValue(1, 1), ""clntnum"":findTestData(""phs-retrieve/phrtvcomcl"").getValue(2, 1)]))",,,,2019-07-29 19:08:55,2019-07-29 19:08:56,0.256s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 19:08:56,2019-07-29 19:08:56,0.002s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 19:08:56,2019-07-29 19:08:56,0.001s,PASSED
,,,,,,,
Test Cases/phs-retrieve/phrtvmed6,,To retrieve follow up code for medical six months,,2019-07-29 19:08:56,2019-07-29 19:08:56,0.775s,PASSED
"response = sendRequest(findTestObject(""phs-retrieve/phrtvmed6"", [""endpoint"":endpoint, ""objid"":findTestData(""phs-retrieve/phrtvmed6"").getValue(1, 1), ""clntnum"":findTestData(""phs-retrieve/phrtvmed6"").getValue(2, 1)]))",,,,2019-07-29 19:08:56,2019-07-29 19:08:56,0.366s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 19:08:56,2019-07-29 19:08:56,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 19:08:56,2019-07-29 19:08:56,0.000s,PASSED
,,,,,,,
Test Cases/phs-retrieve/phrtvsubst,,To retrieve substandard flag,,2019-07-29 19:08:56,2019-07-29 19:08:57,0.684s,PASSED
"response = sendRequest(findTestObject(""phs-retrieve/phrtvsubst"", [""endpoint"":endpoint, ""objid"":findTestData(""phs-retrieve/phrtvsubst"").getValue(1, 1), ""chdrno"":findTestData(""phs-retrieve/phrtvsubst"").getValue(2, 1)]))",,,,2019-07-29 19:08:57,2019-07-29 19:08:57,0.266s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 19:08:57,2019-07-29 19:08:57,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 19:08:57,2019-07-29 19:08:57,0.000s,PASSED
,,,,,,,
Test Cases/phs-retrieve/phrtvt5661,,To retrieve all follow up code from t5661,,2019-07-29 19:08:57,2019-07-29 19:08:58,0.686s,PASSED
"response = sendRequest(findTestObject(""phs-retrieve/phrtvt5661"", [""endpoint"":endpoint, ""FUPCDE"":findTestData(""phs-retrieve/phrtvt5661"").getValue(1, 1), ""OBJID"":findTestData(""phs-retrieve/phrtvt5661"").getValue(2, 1)]))",,,,2019-07-29 19:08:57,2019-07-29 19:08:58,0.250s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 19:08:58,2019-07-29 19:08:58,0.001s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 19:08:58,2019-07-29 19:08:58,0.000s,PASSED
